pin,slack
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18_RNO_0:Y,
g_OLED_interface/s_count_reg_s_97_CC_0:CC[0],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[10],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[11],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[1],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[2],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[3],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[4],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[5],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[6],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[7],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[8],
g_OLED_interface/s_count_reg_s_97_CC_0:CC[9],
g_OLED_interface/s_count_reg_s_97_CC_0:CO,
g_OLED_interface/s_count_reg_s_97_CC_0:P[0],
g_OLED_interface/s_count_reg_s_97_CC_0:P[10],
g_OLED_interface/s_count_reg_s_97_CC_0:P[11],
g_OLED_interface/s_count_reg_s_97_CC_0:P[1],
g_OLED_interface/s_count_reg_s_97_CC_0:P[2],
g_OLED_interface/s_count_reg_s_97_CC_0:P[3],
g_OLED_interface/s_count_reg_s_97_CC_0:P[4],
g_OLED_interface/s_count_reg_s_97_CC_0:P[5],
g_OLED_interface/s_count_reg_s_97_CC_0:P[6],
g_OLED_interface/s_count_reg_s_97_CC_0:P[7],
g_OLED_interface/s_count_reg_s_97_CC_0:P[8],
g_OLED_interface/s_count_reg_s_97_CC_0:P[9],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[0],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[10],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[11],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[1],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[2],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[3],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[4],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[5],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[6],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[7],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[8],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3A[9],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[0],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[10],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[11],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[1],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[2],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[3],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[4],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[5],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[6],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[7],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[8],
g_OLED_interface/s_count_reg_s_97_CC_0:Y3[9],
g_OLED_interface/s_ASCII[581]:ALn,
g_OLED_interface/s_ASCII[581]:CLK,
g_OLED_interface/s_ASCII[581]:D,
g_OLED_interface/s_ASCII[581]:EN,
g_OLED_interface/s_ASCII[581]:Q,
g_OLED_interface/s_ASCII[524]:ALn,
g_OLED_interface/s_ASCII[524]:CLK,
g_OLED_interface/s_ASCII[524]:D,
g_OLED_interface/s_ASCII[524]:EN,
g_OLED_interface/s_ASCII[524]:Q,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_BACKGROUND_COLOR_reg_m_0_o2_0[0]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_BACKGROUND_COLOR_reg_m_0_o2_0[0]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_BACKGROUND_COLOR_reg_m_0_o2_0[0]:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_BACKGROUND_COLOR_reg_m_0_o2_0[0]:Y,
g_OLED_interface/s_ASCII[449]:ALn,
g_OLED_interface/s_ASCII[449]:CLK,
g_OLED_interface/s_ASCII[449]:D,
g_OLED_interface/s_ASCII[449]:EN,
g_OLED_interface/s_ASCII[449]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIJJOJ6:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIJJOJ6:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIJJOJ6:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_4_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_4_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_4_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_4_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_4_RNO_0:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_2:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_2:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_2:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_2:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_2:Y,
g_OLED_interface/s_ASCII_8[516]:A,
g_OLED_interface/s_ASCII_8[516]:B,
g_OLED_interface/s_ASCII_8[516]:Y,
g_OLED_interface/s_ASCII[480]:ALn,
g_OLED_interface/s_ASCII[480]:CLK,
g_OLED_interface/s_ASCII[480]:D,
g_OLED_interface/s_ASCII[480]:EN,
g_OLED_interface/s_ASCII[480]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m41:A,
g_OLED_interface/font/s_PIXEL_63_6_.m41:B,
g_OLED_interface/font/s_PIXEL_63_6_.m41:Y,
g_OLED_interface/s_ASCII_8[457]:A,
g_OLED_interface/s_ASCII_8[457]:B,
g_OLED_interface/s_ASCII_8[457]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m654_1_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m654_1_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m654_1_0:Y,
g_OLED_interface/s_ASCII[562]:ALn,
g_OLED_interface/s_ASCII[562]:CLK,
g_OLED_interface/s_ASCII[562]:D,
g_OLED_interface/s_ASCII[562]:EN,
g_OLED_interface/s_ASCII[562]:Q,
g_OLED_interface/s_ASCII_8[153]:A,
g_OLED_interface/s_ASCII_8[153]:B,
g_OLED_interface/s_ASCII_8[153]:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m28_2_0:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m28_2_0:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m28_2_0:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m28_2_0:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m28_2_0:Y,
g_OLED_interface/s_ASCII[585]:ALn,
g_OLED_interface/s_ASCII[585]:CLK,
g_OLED_interface/s_ASCII[585]:D,
g_OLED_interface/s_ASCII[585]:EN,
g_OLED_interface/s_ASCII[585]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m14:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m14:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/m14:Y,
g_OLED_interface/s_ASCII_8[276]:A,
g_OLED_interface/s_ASCII_8[276]:B,
g_OLED_interface/s_ASCII_8[276]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m47:A,
g_OLED_interface/font/s_PIXEL_63_6_.m47:B,
g_OLED_interface/font/s_PIXEL_63_6_.m47:C,
g_OLED_interface/font/s_PIXEL_63_6_.m47:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m218:A,
g_OLED_interface/font/s_PIXEL_63_6_.m218:B,
g_OLED_interface/font/s_PIXEL_63_6_.m218:C,
g_OLED_interface/font/s_PIXEL_63_6_.m218:D,
g_OLED_interface/font/s_PIXEL_63_6_.m218:Y,
g_OLED_interface/s_ASCII[516]:ALn,
g_OLED_interface/s_ASCII[516]:CLK,
g_OLED_interface/s_ASCII[516]:D,
g_OLED_interface/s_ASCII[516]:EN,
g_OLED_interface/s_ASCII[516]:Q,
g_OLED_interface/s_ASCII[642]:ALn,
g_OLED_interface/s_ASCII[642]:CLK,
g_OLED_interface/s_ASCII[642]:D,
g_OLED_interface/s_ASCII[642]:EN,
g_OLED_interface/s_ASCII[642]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_N_transmit_reg[0]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_N_transmit_reg[0]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_N_transmit_reg[0]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_N_transmit_reg[0]:Q,
g_OLED_interface/s_ASCII[330]:ALn,
g_OLED_interface/s_ASCII[330]:CLK,
g_OLED_interface/s_ASCII[330]:D,
g_OLED_interface/s_ASCII[330]:EN,
g_OLED_interface/s_ASCII[330]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux:Y,
g_OLED_interface/s_ASCII_8[229]:A,
g_OLED_interface/s_ASCII_8[229]:B,
g_OLED_interface/s_ASCII_8[229]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m406_1_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m406_1_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m406_1_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m406_1_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m406_1_0:Y,
g_OLED_interface/s_ASCII[441]:ALn,
g_OLED_interface/s_ASCII[441]:CLK,
g_OLED_interface/s_ASCII[441]:D,
g_OLED_interface/s_ASCII[441]:EN,
g_OLED_interface/s_ASCII[441]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_9:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_9:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_1_wmux_0_RNO_9:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI2RQ2M[5]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI2RQ2M[5]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI2RQ2M[5]:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI2RQ2M[5]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI2RQ2M[5]:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_1_0_RNI14PN31[0]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_1_0_RNI14PN31[0]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_1_0_RNI14PN31[0]:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_1_0_RNI14PN31[0]:Y,
g_OLED_interface/s_ASCII_8[377]:A,
g_OLED_interface/s_ASCII_8[377]:B,
g_OLED_interface/s_ASCII_8[377]:Y,
g_OLED_interface/s_ASCII_8[252]:A,
g_OLED_interface/s_ASCII_8[252]:B,
g_OLED_interface/s_ASCII_8[252]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_2:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_2:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_2:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_2:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_2:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0[2]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0[2]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0[2]:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0[2]:D,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_5_0[2]:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI/s_data_reg_Z[0]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI/s_data_reg_Z[0]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI/s_data_reg_Z[0]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI/s_data_reg_Z[0]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI/s_data_reg_Z[0]:Q,
JA_obuf[3]/U_IOTRI:D,
JA_obuf[3]/U_IOTRI:DOUT,
JA_obuf[3]/U_IOTRI:EOUT,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_4_4_3[0]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_4_4_3[0]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_4_4_3[0]:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_4_4_3[0]:D,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_0_a2_4_4_3[0]:Y,
g_OLED_interface/s_ASCII_8[344]:A,
g_OLED_interface/s_ASCII_8[344]:B,
g_OLED_interface/s_ASCII_8[344]:Y,
g_OLED_interface/s_ASCII[196]:ALn,
g_OLED_interface/s_ASCII[196]:CLK,
g_OLED_interface/s_ASCII[196]:D,
g_OLED_interface/s_ASCII[196]:EN,
g_OLED_interface/s_ASCII[196]:Q,
g_OLED_interface/s_ASCII_8[593]:A,
g_OLED_interface/s_ASCII_8[593]:B,
g_OLED_interface/s_ASCII_8[593]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_0_RNO_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_0_RNO_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_0_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_0_RNO_1:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_45_1_0_wmux_0_RNO_1:Y,
g_OLED_interface/s_N_transmit[2]:ALn,
g_OLED_interface/s_N_transmit[2]:CLK,
g_OLED_interface/s_N_transmit[2]:D,
g_OLED_interface/s_N_transmit[2]:EN,
g_OLED_interface/s_N_transmit[2]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_3:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_3:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_3:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_3:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_5_RNO_3:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[4]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[4]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[4]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[4]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[4]:Q,
g_OLED_interface/s_ASCII_8[345]:A,
g_OLED_interface/s_ASCII_8[345]:B,
g_OLED_interface/s_ASCII_8[345]:Y,
g_OLED_interface/s_ASCII[202]:ALn,
g_OLED_interface/s_ASCII[202]:CLK,
g_OLED_interface/s_ASCII[202]:D,
g_OLED_interface/s_ASCII[202]:EN,
g_OLED_interface/s_ASCII[202]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_MOSI_FINAL_BYTE:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_MOSI_FINAL_BYTE:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_MOSI_FINAL_BYTE:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_MOSI_FINAL_BYTE:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_MOSI_FINAL_BYTE:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIAAG4L:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIAAG4L:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIAAG4L:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIAAG4L:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_START_RNIAAG4L:Y,
g_OLED_interface/s_ASCII[148]:ALn,
g_OLED_interface/s_ASCII[148]:CLK,
g_OLED_interface/s_ASCII[148]:D,
g_OLED_interface/s_ASCII[148]:EN,
g_OLED_interface/s_ASCII[148]:Q,
g_OLED_interface/s_ASCII_8[282]:A,
g_OLED_interface/s_ASCII_8[282]:B,
g_OLED_interface/s_ASCII_8[282]:Y,
g_OLED_interface/s_ASCII[313]:ALn,
g_OLED_interface/s_ASCII[313]:CLK,
g_OLED_interface/s_ASCII[313]:D,
g_OLED_interface/s_ASCII[313]:EN,
g_OLED_interface/s_ASCII[313]:Q,
g_OLED_interface/s_count_reg[9]:ALn,
g_OLED_interface/s_count_reg[9]:CLK,
g_OLED_interface/s_count_reg[9]:D,
g_OLED_interface/s_count_reg[9]:EN,
g_OLED_interface/s_count_reg[9]:Q,
g_OLED_interface/s_count_reg[9]:SLn,
g_OLED_interface/s_ASCII_8[301]:A,
g_OLED_interface/s_ASCII_8[301]:B,
g_OLED_interface/s_ASCII_8[301]:Y,
JA_obuf[4]/U_IOTRI:D,
JA_obuf[4]/U_IOTRI:DOUT,
JA_obuf[4]/U_IOTRI:EOUT,
g_OLED_interface/s_ASCII[621]:ALn,
g_OLED_interface/s_ASCII[621]:CLK,
g_OLED_interface/s_ASCII[621]:D,
g_OLED_interface/s_ASCII[621]:EN,
g_OLED_interface/s_ASCII[621]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO:Y,
g_OLED_interface/s_ASCII[757]:ALn,
g_OLED_interface/s_ASCII[757]:CLK,
g_OLED_interface/s_ASCII[757]:D,
g_OLED_interface/s_ASCII[757]:EN,
g_OLED_interface/s_ASCII[757]:Q,
g_OLED_interface/s_ASCII_8[468]:A,
g_OLED_interface/s_ASCII_8[468]:B,
g_OLED_interface/s_ASCII_8[468]:Y,
g_OLED_interface/s_ASCII_8[440]:A,
g_OLED_interface/s_ASCII_8[440]:B,
g_OLED_interface/s_ASCII_8[440]:Y,
g_OLED_interface/s_ASCII[477]:ALn,
g_OLED_interface/s_ASCII[477]:CLK,
g_OLED_interface/s_ASCII[477]:D,
g_OLED_interface/s_ASCII[477]:EN,
g_OLED_interface/s_ASCII[477]:Q,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_RNIHELM2:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_RNIHELM2:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_RNIHELM2:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_2_sqmuxa_i_RNIHELM2:Y,
g_OLED_interface/s_ASCII_8[562]:A,
g_OLED_interface/s_ASCII_8[562]:B,
g_OLED_interface/s_ASCII_8[562]:Y,
g_OLED_interface/s_ASCII_8[533]:A,
g_OLED_interface/s_ASCII_8[533]:B,
g_OLED_interface/s_ASCII_8[533]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m272:A,
g_OLED_interface/font/s_PIXEL_63_6_.m272:B,
g_OLED_interface/font/s_PIXEL_63_6_.m272:C,
g_OLED_interface/font/s_PIXEL_63_6_.m272:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m14:A,
g_OLED_interface/font/s_PIXEL_63_6_.m14:B,
g_OLED_interface/font/s_PIXEL_63_6_.m14:C,
g_OLED_interface/font/s_PIXEL_63_6_.m14:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m118_1_0_wmux_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m118_1_0_wmux_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m118_1_0_wmux_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m118_1_0_wmux_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m118_1_0_wmux_0:Y,
g_OLED_interface/s_ASCII_8[217]:A,
g_OLED_interface/s_ASCII_8[217]:B,
g_OLED_interface/s_ASCII_8[217]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_17_RNO_0:Y,
g_OLED_interface/s_ASCII_8[394]:A,
g_OLED_interface/s_ASCII_8[394]:B,
g_OLED_interface/s_ASCII_8[394]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_0_RNO:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_0_RNO:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_0_RNO:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_0_RNO:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_0_RNO:Y,
g_OLED_interface/s_ASCII[304]:ALn,
g_OLED_interface/s_ASCII[304]:CLK,
g_OLED_interface/s_ASCII[304]:D,
g_OLED_interface/s_ASCII[304]:EN,
g_OLED_interface/s_ASCII[304]:Q,
g_OLED_interface/s_ASCII_8[706]:A,
g_OLED_interface/s_ASCII_8[706]:B,
g_OLED_interface/s_ASCII_8[706]:Y,
g_OLED_interface/s_ASCII_8[529]:A,
g_OLED_interface/s_ASCII_8[529]:B,
g_OLED_interface/s_ASCII_8[529]:Y,
g_OLED_interface/s_DATA[24]:ALn,
g_OLED_interface/s_DATA[24]:CLK,
g_OLED_interface/s_DATA[24]:D,
g_OLED_interface/s_DATA[24]:EN,
g_OLED_interface/s_DATA[24]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_RNI54LM01[0]:A,
