pin,slack
UART_TX_Inst/r_TX_Data[3]:D,39111
UART_TX_Inst/r_TX_Data[3]:EN,38141
UART_TX_Inst/r_TX_Data[3]:Q,36535
UART_RX_Inst/r_SM_Main_ns_a2[4]:A,37539
UART_RX_Inst/r_SM_Main_ns_a2[4]:B,38310
UART_RX_Inst/r_SM_Main_ns_a2[4]:Y,37539
UART_TX_Inst/r_TX_Data[4]:CLK,35794
UART_TX_Inst/r_TX_Data[4]:D,39111
UART_TX_Inst/r_TX_Data[4]:EN,38141
UART_TX_Inst/r_TX_Data[4]:Q,35794
UART_RX_Inst/o_RX_Byte_78_0:A,38192
UART_RX_Inst/o_RX_Byte_78_0:B,37230
UART_RX_Inst/o_RX_Byte_78_0:C,38087
UART_RX_Inst/o_RX_Byte_78_0:D,38014
UART_RX_Inst/o_RX_Byte_78_0:Y,37230
UART_TX_Inst/r_Clock_Count14lto4:A,36489
UART_TX_Inst/r_Clock_Count14lto4:B,36452
UART_TX_Inst/r_Clock_Count14lto4:Y,36452
UART_RX_Inst/r_SM_Main_ns_o2[0]:A,37468
UART_RX_Inst/r_SM_Main_ns_o2[0]:B,37413
UART_RX_Inst/r_SM_Main_ns_o2[0]:C,36421
UART_RX_Inst/r_SM_Main_ns_o2[0]:Y,36421
UART_TX_Inst/r_Clock_Count[4]:CLK,36452
UART_TX_Inst/r_Clock_Count[4]:D,36514
UART_TX_Inst/r_Clock_Count[4]:EN,36452
UART_TX_Inst/r_Clock_Count[4]:Q,36452
UART_RX_Inst/r_SM_Main_ns_a2_0_1[2]:A,
UART_RX_Inst/r_SM_Main_ns_a2_0_1[2]:B,37575
UART_RX_Inst/r_SM_Main_ns_a2_0_1[2]:C,37512
UART_RX_Inst/r_SM_Main_ns_a2_0_1[2]:Y,37512
i_Clk,
i_Reset,
i_UART_RX,
o_UART_TX,
